0.000000000000000000e+00,-1.681922227144241333e-01
2.083333333333333218e-02,4.568350911140441895e-01
4.166666666666666435e-02,-1.000000000000000000e+00
6.250000000000000000e-02,-7.478232681751251221e-02
8.333333333333332871e-02,9.400670528411865234e-01
1.041666666666666574e-01,2.868706583976745605e-01
1.250000000000000000e-01,-1.000000000000000000e+00
1.458333333333333148e-01,3.351687788963317871e-01
1.666666666666666574e-01,1.000000000000000000e+00
1.875000000000000000e-01,-1.000000000000000000e+00
2.083333333333333148e-01,-5.616362094879150391e-01
2.291666666666666574e-01,7.997854948043823242e-01
2.500000000000000000e-01,5.579397082328796387e-01
2.708333333333333148e-01,-1.000000000000000000e+00
2.916666666666666297e-01,3.079352974891662598e-01
3.125000000000000000e-01,-1.000000000000000000e+00
3.333333333333333148e-01,-2.808769345283508301e-01
3.541666666666666297e-01,7.949675321578979492e-01
3.750000000000000000e-01,1.000000000000000000e+00
3.958333333333333148e-01,-1.000000000000000000e+00
4.166666666666666297e-01,-1.000000000000000000e+00
4.375000000000000000e-01,8.370472192764282227e-01
4.583333333333333148e-01,1.000000000000000000e+00
4.791666666666666297e-01,-1.000000000000000000e+00
5.000000000000000000e-01,-1.000000000000000000e+00
5.208333333333332593e-01,8.154209852218627930e-01
5.416666666666666297e-01,1.000000000000000000e+00
5.625000000000000000e-01,-1.000000000000000000e+00
5.833333333333332593e-01,-1.000000000000000000e+00
6.041666666666666297e-01,8.139090538024902344e-01
6.250000000000000000e-01,1.000000000000000000e+00
6.458333333333332593e-01,-1.000000000000000000e+00
6.666666666666666297e-01,-1.000000000000000000e+00
6.875000000000000000e-01,8.518034219741821289e-01
7.083333333333332593e-01,1.000000000000000000e+00
7.291666666666666297e-01,-1.000000000000000000e+00
7.500000000000000000e-01,-1.000000000000000000e+00
7.708333333333332593e-01,8.560060262680053711e-01
7.916666666666666297e-01,1.000000000000000000e+00
8.125000000000000000e-01,-1.000000000000000000e+00
8.333333333333332593e-01,-1.000000000000000000e+00
8.541666666666666297e-01,8.391649127006530762e-01
8.750000000000000000e-01,9.404450654983520508e-01
8.958333333333332593e-01,-1.000000000000000000e+00
9.166666666666666297e-01,1.000000000000000000e+00
9.375000000000000000e-01,-1.000000000000000000e+00
9.583333333333332593e-01,-1.000000000000000000e+00
9.791666666666666297e-01,6.908265352249145508e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.020833333333333259e+00,-1.000000000000000000e+00
1.041666666666666519e+00,4.893918633460998535e-01
1.062500000000000000e+00,-5.910472273826599121e-01
1.083333333333333259e+00,-1.000000000000000000e+00
1.104166666666666519e+00,6.000385284423828125e-01
1.125000000000000000e+00,9.176151752471923828e-01
1.145833333333333259e+00,-1.000000000000000000e+00
1.166666666666666519e+00,1.751429140567779541e-01
1.187500000000000000e+00,9.681094288825988770e-01
1.208333333333333259e+00,-1.000000000000000000e+00
1.229166666666666519e+00,7.515017390251159668e-01
1.250000000000000000e+00,-6.243040561676025391e-01
1.270833333333333259e+00,-6.671353578567504883e-01
1.291666666666666519e+00,5.332612395286560059e-01
1.312500000000000000e+00,9.675658941268920898e-01
1.333333333333333259e+00,-5.625014305114746094e-01
1.354166666666666519e+00,-4.888092875480651855e-01
1.375000000000000000e+00,6.802100539207458496e-01
1.395833333333333259e+00,1.000000000000000000e+00
1.416666666666666519e+00,-8.950670957565307617e-01
1.437500000000000000e+00,3.933201432228088379e-01
1.458333333333333259e+00,1.856502890586853027e-02
1.479166666666666519e+00,-1.000000000000000000e+00
1.500000000000000000e+00,1.000000000000000000e+00
1.520833333333333259e+00,-9.170732498168945312e-01
1.541666666666666519e+00,6.223757266998291016e-01
1.562500000000000000e+00,4.526127576828002930e-01
1.583333333333333259e+00,-1.000000000000000000e+00
1.604166666666666519e+00,9.160401821136474609e-01
1.625000000000000000e+00,-9.331449270248413086e-01
1.645833333333333259e+00,9.715087711811065674e-03
1.666666666666666519e+00,1.000000000000000000e+00
1.687500000000000000e+00,-1.000000000000000000e+00
1.708333333333333259e+00,1.008164882659912109e-02
1.729166666666666519e+00,8.829148411750793457e-01
1.750000000000000000e+00,3.784773945808410645e-01
1.770833333333333259e+00,-7.761501073837280273e-01
1.791666666666666519e+00,3.213146328926086426e-01
1.812500000000000000e+00,-5.959740281105041504e-01
1.833333333333333259e+00,-3.218786120414733887e-01
1.854166666666666519e+00,1.000000000000000000e+00
1.875000000000000000e+00,-1.000000000000000000e+00
1.895833333333333259e+00,2.477705329656600952e-01
1.916666666666666519e+00,1.000000000000000000e+00
